entrez_id_human,entrez_id_mouse,pleiotropy_HPO,pleiotropy_MPO,median_exp,mean_exp,count_exp
51167,266690.0,,1.0,3.84161,4.0682460377358485,2.0
606495,230582.0,,,3.03555,3.061563962264151,0.0
1535,13057.0,1.0,2.0,25.5017,41.566483018867935,42.0
1536,13058.0,1.0,2.0,4.374,9.310324143396224,12.0
79415,217370.0,2.0,1.0,,,
79901,73649.0,,1.0,86.41,102.06895169811321,49.0
1537,66445.0,1.0,,147.14,162.87750943396227,53.0
54205,13063.0,0.0,2.0,41.7036,48.420103396226445,52.0
360163,13067.0,,1.0,0.0,0.0,0.0
23191,20430.0,,1.0,32.5012,31.939038301886796,50.0
26999,76884.0,1.0,1.0,11.1374,27.845620754716965,28.0
114757,114886.0,,2.0,18.8893,25.874043943396227,39.0
1538,67407.0,,,0.0,1.2192509433962264,1.0
1539,74914.0,,,0.0,2.1337169811320758,1.0
1540,74256.0,1.0,2.0,15.4886,15.551951509433959,45.0
1583,13070.0,1.0,2.0,1.60498,23.92002986792454,3.0
1586,13074.0,1.0,2.0,0.772182,131.99580688679242,2.0
1588,13075.0,1.0,2.0,0.152811,0.47659918320754724,0.0
1543,13076.0,,1.0,0.330344,0.9249996754716984,0.0
1544,13077.0,,1.0,0.0076516,1.4259217754716982,1.0
1545,13078.0,1.0,1.0,8.80572,15.964344188679243,23.0
57404,77951.0,,0.0,6.09388,6.12137679245283,7.0
1591,13081.0,1.0,1.0,0.0639654,0.9485859000000001,2.0
1592,13082.0,,2.0,0.0745983,0.2183778067924529,0.0
56603,232174.0,1.0,2.0,4.20132,10.013771207547169,13.0
340665,546726.0,1.0,,0.0449811,0.06505224924528301,0.0
1593,104086.0,2.0,2.0,34.6108,48.77343150943397,50.0
1594,13115.0,1.0,2.0,0.652257,1.204471594339623,1.0
647265,224044.0,,1.0,0.0,0.09233638490566039,0.0
107436076,226143.0,,2.0,,,
1571,13106.0,,2.0,4.20754,53.3950526981132,6.0
22952,13108.0,,2.0,0.122007,0.17846082452830186,0.0
120227,244209.0,1.0,1.0,7.38926,7.327393773584905,15.0
29785,74134.0,,,1.16275,3.0193264528301884,4.0
171523,384724.0,,,1.87447,3.159407,3.0
113612,71519.0,1.0,1.0,5.843,7.24250245283019,13.0
54905,545817.0,,,0.0900331,1.5837620596226414,4.0
51302,56050.0,,,2.11688,3.3513021320754715,4.0
10858,13116.0,,0.0,0.87826,6.489789728301885,10.0
1580,13120.0,,1.0,7.02191,18.763725543396227,23.0
126410,320997.0,1.0,1.0,0.0819182,4.69548778226415,4.0
285440,102294.0,1.0,1.0,15.1724,15.259854716981133,40.0
260293,81906.0,,1.0,6.82673,10.693297337735851,21.0
1595,13121.0,,2.0,6.48577,8.35237716981132,9.0
1581,13122.0,1.0,2.0,0.0588619,0.13710643773584907,0.0
9420,13123.0,1.0,2.0,2.12134,2.951540603773585,1.0
1582,13124.0,,1.0,0.155997,4.337115166037736,1.0
78996,78412.0,,2.0,,,
81553,76820.0,,1.0,,,
51571,223601.0,,2.0,,,
192668,12879.0,,2.0,5.36424,13.07958262264151,16.0
10800,58861.0,,1.0,0.563342,1.1490654758490566,1.0
57105,70086.0,1.0,2.0,0.649744,1.0372455849056605,0.0
375791,67859.0,,,2.01126,10.966174547169812,6.0
84418,66060.0,,1.0,40.5697,57.28387716981132,52.0
4519,17711.0,2.0,,,,
9267,19157.0,,0.0,29.2955,37.68424905660379,53.0
9266,19158.0,,1.0,24.8805,26.70827641509434,49.0
9265,19159.0,,1.0,22.6287,27.064882075471708,49.0
27128,72318.0,,,4.71724,8.488095250943397,9.0
9595,227929.0,,1.0,2.34869,8.268064899999995,5.0
54360,231162.0,,1.0,3.02023,9.316978218867925,10.0
116159,224405.0,,,9.11047,14.773052332075475,23.0
54987,74098.0,,,,,
728294,98314.0,1.0,,25.9617,28.58771490566038,43.0
23002,208846.0,,1.0,14.0995,16.034622264150943,34.0
23500,76441.0,1.0,2.0,27.043,38.23870335849056,45.0
1600,13131.0,1.0,2.0,0.652065,2.019305945094339,2.0
1601,13132.0,,1.0,25.1351,29.37930586792452,32.0
153090,69601.0,,1.0,30.9352,38.58009511320754,50.0
1602,13134.0,,1.0,1.76936,2.9670921388679248,0.0
117154,93837.0,,,0.0937657,0.7332781569811322,0.0
51339,59036.0,1.0,2.0,4.89931,9.17064628301887,14.0
168002,240025.0,,1.0,0.992667,2.0702308811320753,3.0
147906,629378.0,,1.0,13.7701,21.088020207547167,31.0
1603,13135.0,,2.0,191.757,205.4698698113208,53.0
1605,13138.0,1.0,2.0,34.7661,35.90555283018868,53.0
747,269060.0,,2.0,4.18398,5.571020428301887,5.0
221955,231871.0,,1.0,14.594,15.0521558490566,42.0
104940698,104940697.0,,,,,
55152,67789.0,1.0,0.0,25.1763,26.431666226415096,47.0
57291,70036.0,,1.0,39.3566,42.642696226415104,53.0
199699,23863.0,,1.0,0.278361,0.6087772905660379,0.0
1610,13142.0,1.0,1.0,0.0164811,2.2795626211320754,4.0
1611,223453.0,,1.0,79.7779,80.02183301886791,52.0
7818,65111.0,,1.0,36.9851,34.714554716981134,53.0
1612,69635.0,,1.0,11.8563,13.941623245283017,31.0
23604,13143.0,,,1.67192,4.0124611698113215,4.0
1613,13144.0,,1.0,45.1764,49.46826792452831,53.0
92196,76747.0,,1.0,0.515426,13.281580188679246,7.0
27071,26377.0,,1.0,0.598693,4.422285822641508,7.0
1615,226414.0,1.0,1.0,,,
55157,226539.0,1.0,1.0,6.94636,7.795891509433964,5.0
164781,71227.0,,2.0,0.0657935,1.2993397328301886,1.0
1616,13163.0,1.0,1.0,38.5136,34.7791716981132,53.0
26528,70248.0,,1.0,72.563,66.6886358490566,53.0
9802,23994.0,,0.0,122.772,119.15673584905662,53.0
10926,27214.0,,1.0,3.17814,5.108848245283018,3.0
1621,13166.0,2.0,2.0,0.463194,1.1908955264150944,1.0
1622,13167.0,,1.0,118.928,129.7207943396226,53.0
100131454,13168.0,,0.0,0.431761,1.0983309584905658,1.0
1627,56320.0,,2.0,43.1682,49.15980716981133,50.0
79007,72185.0,,,4.34814,9.46674928301887,17.0
55861,52840.0,,2.0,66.7179,92.24505547169812,50.0
28988,13169.0,,2.0,24.0437,24.73379415094339,48.0
1628,13170.0,,1.0,12.0674,17.152947358490565,33.0
51163,83703.0,1.0,1.0,10.9887,10.07132962264151,32.0
1629,13171.0,1.0,1.0,5.83394,5.918669245283017,1.0
120237,13172.0,,1.0,0.0,0.013204245283018869,0.0
440097,223843.0,,1.0,0.0923268,0.6328569818867923,0.0
9730,321006.0,,1.0,16.2863,16.8882,37.0
79269,242418.0,,1.0,10.1363,9.501996792452829,27.0
80344,28199.0,,0.0,38.2179,39.24569622641509,53.0
25853,68970.0,,1.0,16.8581,18.273387547169808,38.0
25879,223499.0,,1.0,12.0367,12.742292452830187,33.0
90379,212123.0,,,26.9959,29.179622075471702,47.0
80067,75763.0,1.0,1.0,7.24056,7.670336792452829,12.0
8816,320808.0,,,27.6643,25.863129622641505,46.0
55827,74106.0,,1.0,31.8605,36.757844528301874,50.0
10238,71833.0,,1.0,26.7734,26.815448867924527,52.0
50717,98193.0,1.0,2.0,68.4259,68.40193018867927,53.0
79877,68087.0,,,31.5081,30.18928471698114,51.0
285761,66686.0,,,4.83887,6.465712396226416,10.0
131566,73379.0,,2.0,11.061,13.087689056603777,28.0
1630,13176.0,2.0,2.0,0.072956,0.503818270754717,0.0
51473,195208.0,1.0,0.0,0.235299,1.7604145716981134,2.0
149069,100504491.0,,0.0,0.589545,0.8392765471698113,0.0
728597,68511.0,,1.0,0.0683627,0.5279350339622642,1.0
8642,233651.0,2.0,2.0,6.78393,12.68427533962264,22.0
54798,100534287.0,,,0.303528,0.5167806381132075,0.0
1633,13178.0,,1.0,10.3666,10.73806962264151,30.0
9201,13175.0,,2.0,5.7592,7.092356741509433,12.0
166614,70762.0,,1.0,10.6308,15.150654918867927,29.0
85443,245038.0,,,0.167821,1.289540262075472,1.0
9937,55947.0,,2.0,4.0065,4.453641132075471,1.0
64858,140917.0,1.0,1.0,3.72829,3.800310377358489,2.0
64421,227525.0,2.0,1.0,2.86682,2.710834603773585,0.0
1634,13179.0,0.0,2.0,83.5994,174.41675507547168,39.0
55802,75901.0,,1.0,13.3558,12.508779433962268,34.0
196513,319618.0,,,7.954,8.857401566037737,20.0
167227,70640.0,,2.0,7.86095,8.39390716981132,13.0
28960,69305.0,1.0,1.0,16.2711,17.00072924528302,39.0
149095,77772.0,,0.0,0.255859,0.7616410811320755,1.0
127579,329702.0,,0.0,1.86425,3.535644301886792,3.0
81501,75766.0,,1.0,0.0308584,0.13757222264150942,0.0
1638,13190.0,1.0,1.0,0.519729,1.438488490566038,2.0
1635,320685.0,,,35.8006,38.49717358490566,53.0
1639,13191.0,1.0,2.0,82.6779,86.83169811320755,53.0
10540,69654.0,,0.0,110.573,109.40107169811324,53.0
11258,53598.0,,,28.7737,29.31894905660378,53.0
51164,67665.0,1.0,1.0,25.9578,25.659625660377355,51.0
84516,59288.0,,2.0,18.1138,17.434883584905652,48.0
10671,22428.0,,1.0,41.8557,39.58485660377359,53.0
79077,66422.0,,,31.1637,31.597128301886787,53.0
55208,102323.0,,,11.398,13.573649433962263,32.0
123879,233805.0,,1.0,7.77559,9.12282320754717,23.0
23142,100737.0,,,17.1895,18.149733018867927,46.0
84259,76863.0,,1.0,18.5134,19.181809245283024,45.0
1641,13193.0,1.0,1.0,0.0232014,0.4012389322641507,0.0
51181,67880.0,1.0,1.0,84.4608,106.07764339622638,53.0
79016,66498.0,,,22.5779,22.417425283018865,51.0
23576,69219.0,,1.0,24.9991,36.10590433962264,46.0
23564,51793.0,,0.0,56.5935,71.05880528301887,50.0
1642,13194.0,1.0,2.0,71.7848,74.7467905660377,53.0
1643,107986.0,2.0,1.0,25.5472,24.203824905660372,37.0
1644,13195.0,1.0,2.0,0.0787232,2.6588138358490565,5.0
80821,114874.0,1.0,1.0,6.0724,6.543670754716982,6.0
23259,72108.0,1.0,1.0,22.52,22.137778679245272,48.0
414301,71829.0,,,0.0,1.0639858735849057,1.0
84301,68817.0,,1.0,11.2171,11.897656792452826,30.0
220042,74041.0,,1.0,0.325867,0.8346575566037736,0.0
1649,13198.0,1.0,2.0,54.3656,55.4064603773585,53.0
54541,74747.0,,1.0,153.889,198.0236377358491,53.0
115265,73284.0,,,2.77961,5.361389,5.0
23109,13199.0,,,0.308009,36.02160928113208,10.0
8528,70503.0,,1.0,3.05476,3.6741818490566045,2.0
1650,13200.0,1.0,1.0,122.741,119.8711754716981,53.0
780,12305.0,,2.0,33.4359,38.46092018867923,48.0
4921,18214.0,1.0,2.0,13.4038,26.758440188679245,30.0
65992,77006.0,1.0,2.0,59.9521,61.853358490566045,53.0
1653,104721.0,,0.0,70.1934,67.66674905660376,53.0
1662,77591.0,,1.0,5.50705,5.706156603773582,5.0
10521,67040.0,,,326.904,340.3503584905661,53.0
8886,66942.0,,1.0,33.0496,32.69220754716981,53.0
55308,13680.0,,0.0,24.3499,24.415325849056597,52.0
11269,234733.0,,1.0,11.7308,10.806970566037732,33.0
11218,53975.0,,1.0,6.67632,8.431519245283019,9.0
9188,56200.0,,1.0,26.9782,31.68896735849057,43.0
9416,74351.0,,1.0,58.6757,51.22999433962264,53.0
57062,27225.0,,1.0,80.5863,82.51773962264149,53.0
29118,30959.0,,1.0,0.202074,2.1928966699999997,3.0
55661,228889.0,,0.0,36.7377,34.39617641509434,52.0
55794,71986.0,,,9.20919,10.709115094339618,24.0
64794,227674.0,,1.0,5.97075,7.227505471698112,11.0
10212,68278.0,,1.0,41.4737,46.50573207547169,53.0
7919,53817.0,,1.0,190.488,175.02737924528296,53.0
8653,26900.0,0.0,1.0,30.5711,29.459179996226407,42.0
54514,13206.0,,1.0,0.0318635,3.5824205381132073,1.0
51428,72935.0,1.0,1.0,44.719,44.03849056603773,53.0
11325,72047.0,,1.0,72.16,66.66778113207549,53.0
55510,100048658.0,,,1.21093,1.9526857358490566,1.0
9879,212880.0,,1.0,25.7221,23.53975867924528,43.0
51202,67755.0,,,0.43077,0.5321850018867924,0.0
54555,234374.0,,,37.4927,36.323781132075474,53.0
1655,13207.0,,1.0,327.473,330.44746603773586,53.0
79009,94213.0,,,30.2248,32.42220547169813,52.0
317781,69663.0,,1.0,19.478,19.84886641509434,45.0
11056,78394.0,,1.0,8.62915,7.902353773584903,12.0
79039,71990.0,,1.0,27.2962,26.15306226415094,50.0
57696,67848.0,,1.0,16.1992,16.24357264150943,36.0
54606,52513.0,,,44.6822,45.71333018867926,53.0
83479,67997.0,1.0,1.0,8.34717,8.473700566037737,20.0
1656,13209.0,2.0,2.0,38.3525,38.833543396226425,53.0
55601,234311.0,,1.0,5.73882,5.910017132075471,7.0
10522,54006.0,2.0,1.0,21.3638,29.784391132075474,48.0
1666,67460.0,,1.0,34.5912,39.16034528301887,53.0
26063,26378.0,,1.0,14.2543,15.952348301886786,39.0
9191,21945.0,,2.0,32.5825,31.56380188679245,53.0
162989,67379.0,,,22.3616,22.840959433962258,50.0
50619,23853.0,2.0,1.0,6.40322,14.980020981132075,20.0
54849,23854.0,,,28.3384,30.709058113207544,50.0
641517,432867.0,,,,,
245913,77673.0,,1.0,0.0,0.0,0.0
245927,654460.0,,,0.0,0.0,0.0
245929,545475.0,,,0.0,0.0,0.0
245930,75400.0,,,0.0,0.0,0.0
117285,403172.0,,,0.0,0.0016496867924528302,0.0
245932,246700.0,,0.0,0.0,6.0012258792452835,1.0
245936,266620.0,,,0.0,4.108815713207547,1.0
245937,654459.0,,,0.906621,2.0228392396226416,1.0
245938,654457.0,,,0.0,0.009600962264150945,0.0
81623,442835.0,,,0.0,0.004364301886792453,0.0
245939,319579.0,,1.0,0.0,0.0,0.0
140881,629114.0,,,0.0,0.001613554716981132,0.0
613209,73670.0,,,0.0,0.007718132075471698,0.0
613210,619548.0,,,0.0,0.0,0.0
123099,70059.0,,,1.9218,5.763525783018868,7.0
7913,110052.0,,1.0,50.3272,51.44049811320756,53.0
9812,66839.0,,1.0,,,
57189,243780.0,,,,,
57706,227801.0,,2.0,7.11251,7.409646415094339,9.0
163486,329260.0,,1.0,2.35275,2.5683904716981134,0.0
79958,70785.0,,,3.88754,7.896803281132075,7.0
27147,209773.0,,,12.3074,14.546011796226411,32.0
6764,76954.0,,,,,
163259,329727.0,,0.0,1.44257,3.366102924528302,5.0
79961,72121.0,,1.0,3.01121,6.887884207547171,13.0
22898,105841.0,,,13.0548,16.278010188679243,31.0
10260,102442.0,,,7.61084,8.129180188679245,11.0
9909,229541.0,,,33.3044,36.98910377358491,53.0
55667,329877.0,,1.0,13.5726,12.81460396226415,33.0
23258,19347.0,1.0,,45.5042,43.8920083018868,52.0
160518,320560.0,,2.0,4.35514,5.406863962264151,4.0
201627,211922.0,,0.0,14.3526,14.879038679245284,34.0
414918,69440.0,,1.0,7.65462,11.489084584905662,23.0
8562,68184.0,,1.0,34.8965,35.447249056603766,53.0
55635,76131.0,,1.0,0.0809985,0.879678879245283,2.0
55789,218581.0,,,0.316406,1.3537787358490567,2.0
9681,277854.0,1.0,1.0,6.43809,6.457766603773584,6.0
91614,211896.0,,,1.97539,4.196920490566039,3.0
11067,213393.0,,,,,
64798,97998.0,,1.0,12.3143,20.065935188679244,33.0
51071,232449.0,,0.0,15.8906,15.958402075471698,36.0
79139,67819.0,,1.0,36.377,35.22188679245282,53.0
51009,116891.0,,2.0,13.8471,14.192696603773586,39.0
91319,70377.0,,,1.6806,5.9782808490566035,10.0
1674,13346.0,1.0,2.0,74.364,1710.6465769811325,34.0
27351,28075.0,,,23.9834,25.22102339622641,52.0
51029,78825.0,,,17.2487,17.653978113207547,38.0
55070,76375.0,,,4.94783,5.761135471698114,5.0
159989,234964.0,,0.0,0.0223027,0.536344409245283,1.0
28955,58239.0,,0.0,1.74401,2.166998509433962,1.0
1676,13347.0,,1.0,12.9486,13.549237358490569,45.0
1677,13368.0,,1.0,5.5916,6.69404150943396,9.0
8694,13350.0,1.0,2.0,32.1378,36.75265283018868,53.0
84649,67800.0,,2.0,3.57654,19.159509358490574,14.0
347516,668257.0,,1.0,0.0,0.028909569811320753,0.0
9993,13356.0,2.0,1.0,52.894,53.6714528301887,53.0
54487,94223.0,2.0,2.0,24.1198,24.11388509433962,41.0
1606,13139.0,,1.0,15.1838,22.610474528301886,37.0
1607,217480.0,,1.0,0.151428,1.8882776249056603,4.0
8527,227333.0,,2.0,16.21,22.949626415094343,34.0
8526,56077.0,1.0,1.0,4.99025,5.67939241509434,6.0
1608,110197.0,,1.0,3.62343,7.225933888679244,7.0
160851,380921.0,,1.0,5.01803,5.219038792452829,5.0
9162,320127.0,,1.0,0.354511,1.3304353396226412,0.0
139189,331374.0,,1.0,0.0,0.3229968045283019,1.0
1609,110524.0,,1.0,15.6863,17.07451490566038,43.0
8525,104418.0,,1.0,26.6964,41.14511188679246,52.0
80017,217830.0,,0.0,,,
1716,27369.0,2.0,2.0,38.8836,40.789733962264144,53.0
1718,74754.0,2.0,2.0,60.1948,129.81995377358484,51.0
1717,13360.0,2.0,2.0,15.2996,21.00023528301887,44.0
79947,67422.0,2.0,1.0,16.993,18.876064528301892,42.0
27294,71755.0,,,0.718191,1.408184920754717,0.0
50846,13363.0,1.0,1.0,0.458935,2.3406491358490564,2.0
1723,56749.0,1.0,1.0,3.94384,4.870268867924529,1.0
1725,330817.0,1.0,2.0,60.7371,64.6980679245283,53.0
115817,52585.0,,,26.6177,28.130378679245283,42.0
79154,192970.0,,,10.5626,14.025582075471696,31.0
147015,70451.0,,,4.05077,5.263954905660379,3.0
10202,71412.0,,0.0,0.295993,3.403247564150944,3.0
9249,20148.0,,2.0,58.6174,74.95948339622643,50.0
25979,216820.0,,1.0,11.8301,12.26979150943396,33.0
201140,68460.0,,,0.0602232,3.386827797358491,3.0
10170,241452.0,,0.0,0.438645,1.462208879245283,2.0
207063,236082.0,,,10.0184,9.31929886792453,27.0
55526,209692.0,1.0,2.0,11.6961,13.180684716981135,36.0
1665,13204.0,,1.0,37.2777,34.31708433962264,49.0
8449,69192.0,1.0,1.0,33.3075,30.99298754716981,46.0
54505,218629.0,,1.0,21.2188,19.74899396226415,41.0
22907,72831.0,1.0,1.0,33.4332,33.2604037735849,53.0
55760,101437.0,,,15.1202,15.167306603773582,40.0
56919,216877.0,,1.0,10.452,10.614440566037732,29.0
9704,71723.0,,0.0,12.8849,15.375921132075469,36.0
60625,71715.0,,2.0,13.3904,16.618582264150945,35.0
170506,72162.0,,2.0,16.9199,16.263488301886795,41.0
57647,208144.0,1.0,1.0,10.7165,10.787781698113204,30.0
9785,64340.0,1.0,1.0,46.5357,40.05070943396227,53.0
79665,67487.0,,2.0,22.9096,22.917754150943402,50.0
90957,106794.0,,,7.74562,8.599679433962264,15.0
79132,80861.0,,1.0,12.5928,13.581004716981132,33.0
1659,217207.0,,2.0,16.42,15.02340962264151,36.0
1660,13211.0,,1.0,53.883,52.497379245283,53.0
56616,66593.0,0.0,1.0,9.21297,9.976517547169813,22.0
1729,13367.0,1.0,2.0,38.5157,39.33324660377358,48.0
1730,54004.0,1.0,1.0,5.47578,7.0546236981132076,15.0
81624,56419.0,1.0,2.0,0.424738,1.364703937735849,3.0
23405,192119.0,1.0,2.0,19.7585,18.890509056603776,39.0
11083,23856.0,,2.0,19.9385,18.289122830188678,36.0
27292,66254.0,,,17.5115,18.929246226415096,48.0
1733,13370.0,1.0,1.0,0.165423,3.807840373584906,3.0
1734,13371.0,,1.0,2.34093,9.208945526415093,14.0
1735,107585.0,,1.0,1.563,5.233922003773585,7.0
64150,353504.0,,,7.90738,21.608538260377365,22.0
23181,64451.0,,1.0,17.9891,17.828107735849056,40.0
57609,239667.0,1.0,1.0,11.9475,14.866683018867922,35.0
22982,208440.0,,2.0,12.916,15.03433945283019,31.0
388650,67266.0,,1.0,,,
138311,56279.0,,,,,
125704,240479.0,,1.0,,,
205428,68861.0,,,,,
79742,75905.0,,1.0,,,
148252,208666.0,,,5.35751,20.554910571698112,22.0
54769,68203.0,,,0.224162,14.863067630188677,10.0
22894,72662.0,,1.0,10.6331,10.384684339622643,31.0
115752,213550.0,,,14.7042,14.881460943396233,46.0
129563,208718.0,2.0,2.0,7.8266,7.890949056603775,12.0
27185,244667.0,1.0,2.0,1.37996,1.5470068113207545,0.0
84976,68897.0,2.0,2.0,4.63959,5.5434619245283,7.0
85455,214240.0,,,0.248361,3.486524615094339,2.0
57540,242748.0,,2.0,0.114754,1.114763181886792,1.0
85458,330938.0,,1.0,10.6398,16.65142152830189,30.0
1736,245474.0,2.0,2.0,27.409,28.342701698113206,52.0
22943,13380.0,1.0,2.0,0.758561,18.409933075471688,5.0
27123,56811.0,,1.0,0.404547,1.0112610267924529,0.0
27122,50781.0,,1.0,63.236,133.96290303773586,49.0
27121,234130.0,,1.0,0.0727748,0.4187296603773585,0.0
27120,50722.0,,1.0,0.191409,9.33217496792453,1.0
1737,235339.0,1.0,1.0,16.3081,17.346690754716985,48.0
10395,50768.0,1.0,2.0,8.2675,12.813151884905663,24.0
1738,13382.0,1.0,1.0,31.8875,35.35600566037736,53.0
9940,320256.0,1.0,1.0,0.833311,2.608776375471698,3.0
220107,239133.0,,,0.146552,0.6361364377358489,0.0
1739,13383.0,1.0,2.0,18.9698,19.424675660377364,48.0
1740,23859.0,,1.0,1.87415,6.319650924528305,13.0
1741,53310.0,1.0,1.0,13.978,13.346157698113206,35.0
1742,13385.0,1.0,2.0,19.4218,47.78246471698113,39.0
9231,71228.0,,1.0,16.8909,20.80192924528302,34.0
9229,224997.0,,1.0,0.352905,3.4687749660377376,5.0
9228,244310.0,,1.0,0.116984,0.8390389703773585,0.0
58512,242667.0,,1.0,0.554799,9.373354718867922,12.0
22839,228836.0,,1.0,30.7114,32.602503584905655,50.0
9787,218977.0,,1.0,0.0908534,2.496597601886793,3.0
8788,13386.0,2.0,2.0,0.136769,25.242293426415095,5.0
65989,106565.0,,1.0,1.24305,3.1070783584905666,6.0
28514,13388.0,2.0,2.0,11.7238,17.651430188679246,30.0
10683,13389.0,1.0,2.0,0.079686,1.7026159645283017,1.0
54567,54485.0,2.0,2.0,8.77125,11.705106003773585,24.0
1743,78920.0,1.0,1.0,98.3207,88.1848471698113,53.0
1745,13390.0,,2.0,0.201561,1.4656311264150939,2.0
1746,13392.0,,2.0,0.0776766,0.33680681132075474,0.0
1747,13393.0,1.0,1.0,0.199603,3.369446456603773,2.0
1748,13394.0,1.0,,0.140999,0.2866389566037736,0.0
1749,13395.0,1.0,2.0,0.88581,2.7839461452830188,2.0
1750,13396.0,1.0,2.0,0.149674,0.9700179471698115,0.0
285987,320038.0,,0.0,0.0525355,0.4791348345283021,0.0
90871,66928.0,,,,,
55101,66349.0,,,,,
27109,68055.0,,0.0,,,
55929,66233.0,,1.0,22.5963,25.055066603773582,51.0
1755,12945.0,,1.0,0.0623262,3.0975768494339624,3.0
375940,71395.0,,1.0,,,
127343,140477.0,,1.0,0.0,0.07521435849056604,0.0
11144,13404.0,,1.0,0.420215,0.8288216377358493,1.0
1756,13405.0,1.0,2.0,4.54599,8.031014622641507,12.0
29958,74129.0,1.0,1.0,1.23133,2.8602704150943397,3.0
93099,73712.0,,0.0,6.93762,88.42486620754717,20.0
1758,13406.0,1.0,2.0,0.0,0.05466721358490566,0.0
1760,13400.0,2.0,1.0,54.1619,77.42032773584907,52.0
1761,50796.0,1.0,1.0,0.0,0.8631220547169811,1.0
10655,226049.0,,1.0,0.288436,1.137914303773585,2.0
58524,240590.0,1.0,1.0,0.0214183,0.7003029339622642,1.0
63951,242523.0,,1.0,0.379545,0.7696729622641509,0.0
63950,242620.0,,1.0,0.02742,0.2664455279245283,0.0
63948,56296.0,,1.0,0.0,2.3139410056603773,1.0
63946,71241.0,,1.0,0.0,1.2543574722641508,1.0
9988,23857.0,,2.0,38.8021,42.50483962264152,53.0
2039,13829.0,,0.0,23.4536,50.36210528301886,49.0
1762,13401.0,,,23.3001,25.886085094339624,50.0
1657,240283.0,,,8.59323,8.391859622641508,15.0
23312,235380.0,1.0,2.0,7.23605,7.912731471698111,13.0
1763,327762.0,1.0,1.0,2.13035,2.6775067358490565,1.0
123872,68270.0,1.0,1.0,0.60424,3.0735270735849047,3.0
116143,103784.0,,,,,
23639,54562.0,1.0,2.0,,,
55172,109065.0,1.0,2.0,6.18944,6.3112,3.0
352909,436022.0,1.0,1.0,0.291189,2.310988954716981,1.0
161582,67685.0,1.0,2.0,,,
54919,433956.0,1.0,,12.8262,12.19290396226415,36.0
146562,74684.0,,,,,
25943,228602.0,,0.0,,,
25981,110084.0,1.0,1.0,4.89281,6.12730641509434,4.0
196385,56087.0,0.0,1.0,0.143677,0.407320424528302,0.0
8701,13411.0,1.0,2.0,0.129705,0.45888038679245297,0.0
201625,110083.0,,,0.0694721,0.28743059056603776,0.0
127602,240960.0,,,0.188374,0.4744191954716981,0.0
8632,69926.0,0.0,1.0,0.813731,1.5638016981132075,2.0
146754,327954.0,0.0,1.0,0.13698,0.5212846000000001,0.0
55567,381917.0,,,0.0306106,0.33890977094339625,1.0
1767,110082.0,1.0,2.0,0.182758,0.3883170549056604,0.0
1768,330355.0,,1.0,0.256148,0.6622912735849057,0.0
1769,13417.0,0.0,1.0,0.0133163,0.291424708490566,1.0
1770,237806.0,1.0,1.0,0.214965,0.47092585301886786,0.0
27019,68922.0,1.0,2.0,0.215802,1.9449944258490564,2.0
64446,432611.0,1.0,1.0,0.0616326,1.381527416981132,1.0
126820,242253.0,,,,,
79819,242584.0,,,,,
55259,320662.0,,1.0,,,
3301,15502.0,,1.0,90.8801,98.50584339622644,53.0
10294,56445.0,,1.0,37.1536,35.69212641509434,53.0
9093,83945.0,,2.0,33.2958,33.46681509433963,53.0
55466,58233.0,,1.0,21.529,31.493946792452828,49.0
3337,81489.0,,,69.774,80.56030754716983,53.0
51726,67838.0,1.0,1.0,39.8143,40.395467924528305,53.0
54788,56709.0,,1.0,24.5167,21.7292579245283,48.0
374407,69387.0,1.0,,0.113827,0.35707408283018865,0.0
79982,70604.0,,1.0,14.1675,14.038309622641512,39.0
3300,56812.0,1.0,0.0,77.2298,87.84574150943398,53.0
414061,15504.0,,1.0,0.0,1.2066321415094339,1.0
11080,67035.0,,1.0,17.9642,21.77190849056604,48.0
25822,56323.0,,0.0,12.8638,22.524917924528303,35.0
10049,23950.0,1.0,1.0,20.5091,22.58736943396226,49.0
150353,57755.0,,1.0,0.219468,0.7175017150943396,1.0
165721,56691.0,,,0.0,1.792406083773585,1.0
4189,27362.0,,2.0,25.7948,30.831662264150946,53.0
64215,13418.0,,,24.4346,23.334955660377364,39.0
54431,66861.0,,1.0,9.35764,10.354466415094338,23.0
55735,230935.0,,2.0,17.6938,17.688054905660376,43.0
56521,30045.0,1.0,1.0,4.38463,11.454228490566038,18.0
23317,235567.0,1.0,1.0,15.8518,17.90705886792453,36.0
85406,74330.0,,1.0,17.4576,17.84472339622641,39.0
29103,66148.0,,2.0,9.81082,9.836549245283015,24.0
23341,214063.0,,1.0,5.98453,6.067714528301886,1.0
55192,69408.0,,1.0,8.31062,8.245953207547169,14.0
202052,76594.0,,0.0,8.92884,9.448293867924528,22.0
27000,22791.0,,1.0,11.8187,11.793648679245281,32.0
134218,78244.0,2.0,1.0,10.7267,12.28696471698113,31.0
79962,72778.0,,,0.393107,1.3491852,1.0
120526,99349.0,,1.0,3.72865,3.8078362264150947,0.0
51277,217378.0,,1.0,6.21091,6.790241320754717,8.0
54943,246738.0,,0.0,1.20002,1.5592204339622644,1.0
5611,100037258.0,1.0,2.0,23.1855,22.42858584905661,40.0
84277,66114.0,2.0,1.0,9.74022,10.585561886792455,24.0
