	MGI	MP
8052	MGI:1340062	MP:0005367,MP:0005376,MP:0010768,MP:0005378,MP:0005385
8053	MGI:1342299	MP:0001186,MP:0005379,MP:0005387,MP:0005397,MP:0010768,MP:0010771
8054	MGI:3030991	
8055	MGI:96559	MP:0002006,MP:0005381,MP:0005384,MP:0005385,MP:0005388,MP:0005386,MP:0005370,MP:0005397,MP:0005390,MP:0010771,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005391,MP:0005379,MP:0005376,MP:0003631
8056	MGI:3030344	
8057	MGI:1098827	MP:0002644,MP:0010025,MP:0005179,MP:0005404,MP:0002727,MP:0005384,MP:0002272,MP:0009122,MP:0005386,MP:0005375,MP:0001406,MP:0000921,MP:0009378,MP:0005390,MP:0011168,MP:0012051,MP:0008853,MP:0000788,MP:0011174,MP:0030736,MP:0000937,MP:0009115,MP:0020211,MP:0001405,MP:0005376,MP:0003631
8058	MGI:1098658	MP:0005382,MP:0002006,MP:0005384,MP:0005385,MP:0005375,MP:0005367,MP:0005370,MP:0005397,MP:0005380,MP:0005390,MP:0010771,MP:0005389,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005391,MP:0005379,MP:0005376
8059	MGI:3646688	
8060	MGI:2685954	MP:0005389,MP:0005384
8061	MGI:1924596	MP:0005384,MP:0005397,MP:0010768,MP:0005376,MP:0005387,MP:0010771,MP:0005385
8062	MGI:2179989	
8063	MGI:1915143	MP:0005387,MP:0005389,MP:0005376,MP:0005379
8064	MGI:3647581	MP:0010771,MP:0005376,MP:0005378
8065	MGI:1335073	MP:0005380,MP:0010768,MP:0005378,MP:0005384
8066	MGI:1919650	MP:0002006,MP:0005370,MP:0005378,MP:0005381,MP:0005384,MP:0005385,MP:0005388,MP:0010768,MP:0005379,MP:0005380,MP:0005397,MP:0010771
8067	MGI:98179	MP:0005386,MP:0005397,MP:0002006,MP:0005376,MP:0005387,MP:0005385
8068	MGI:2684916	
8069	MGI:1100863	
8070	MGI:104965	
8071	MGI:2443298	MP:0002006,MP:0005370,MP:0005378,MP:0005384,MP:0005385,MP:0005387,MP:0010768,MP:0005367,MP:0005379,MP:0005397
8072	MGI:3646298	
8073	MGI:3030769	
8074	MGI:1916412	MP:0010768,MP:0005386,MP:0005376
8075	MGI:2152878	
8076	MGI:2672935	
8077	MGI:104729	MP:0005389
8078	MGI:1859565	
8079	MGI:1913277	MP:0005387,MP:0005378,MP:0005381,MP:0005385,MP:0005391,MP:0010768,MP:0005375,MP:0005386,MP:0005370,MP:0005397,MP:0005376,MP:0003631
8080	MGI:2151110	MP:0005376,MP:0005378
8081	MGI:1913371	MP:0005380,MP:0010771,MP:0010768,MP:0005378,MP:0003631
8082	MGI:2143163	MP:0005379,MP:0010771,MP:0005397,MP:0005387,MP:0005378,MP:0005385
8083	MGI:99252	MP:0005389,MP:0005384,MP:0005379
8084	MGI:1915283	MP:0005387,MP:0010768,MP:0005386,MP:0005376
8085	MGI:894678	MP:0005389,MP:0002006,MP:0005370,MP:0005378,MP:0005384,MP:0005387,MP:0005388,MP:0005391,MP:0010768,MP:0005379,MP:0005380,MP:0005397,MP:0005390
8086	MGI:95520	MP:0005369,MP:0005382,MP:0005378,MP:0005384
8087	MGI:1925064	MP:0005386
8088	MGI:2670178	MP:0005391,MP:0005380,MP:0005382,MP:0005378
8089	MGI:2140175	MP:0000181,MP:0005178,MP:0000182,MP:0005376,MP:0001552
8090	MGI:1916924	MP:0005391
8091	MGI:1913631	
8092	MGI:3644556	
8093	MGI:1353467	MP:0005386,MP:0005397,MP:0005376,MP:0005387,MP:0003631
8094	MGI:2149632	MP:0005389,MP:0005379,MP:0003631,MP:0005371
8095	MGI:1913744	
8096	MGI:107464	MP:0005377,MP:0005379,MP:0005389,MP:0010768,MP:0005378,MP:0005391,MP:0005375,MP:0005386,MP:0005370,MP:0005390,MP:0003631
8097	MGI:1196455	
8098	MGI:107807	MP:0010768,MP:0005397
8099	MGI:4439670	
8100	MGI:99673	MP:0005386,MP:0005376
8101	MGI:97601	MP:0001186,MP:0005389,MP:0005387,MP:0005388,MP:0005384,MP:0005385,MP:0005369,MP:0005391,MP:0005375,MP:0005379,MP:0005397,MP:0005376,MP:0003631
8102	MGI:2135958	MP:0005376,MP:0005378,MP:0005370
8103	MGI:1915104	
8104	MGI:1350921	MP:0005376
8105	MGI:98543	
8106	MGI:95394	
8107	MGI:1919246	
8108	MGI:1913293	MP:0010768
8109	MGI:3044963	
8110	MGI:1933548	MP:0005377,MP:0005389,MP:0005386,MP:0010768,MP:0003631
8111	MGI:2388029	MP:0001186,MP:0010771
8112	MGI:1914498	
8113	MGI:1925374	MP:0005389,MP:0005384,MP:0005379
8114	MGI:1914128	
8115	MGI:1346084	
8116	MGI:3041225	
8117	MGI:108442	MP:0005389,MP:0003631,MP:0005384,MP:0005379
8118	MGI:96591	MP:0005397,MP:0005387,MP:0010768,MP:0010771,MP:0005384
8119	MGI:1890648	MP:0010768
8120	MGI:3040691	
8121	MGI:2177151	MP:0005387,MP:0005384,MP:0005397
8122	MGI:3041156	
8123	MGI:1351653	MP:0005389,MP:0005386,MP:0005367,MP:0005379,MP:0005376,MP:0005378,MP:0005385
8124	MGI:1860283	
8125	MGI:108080	MP:0004991,MP:0001186,MP:0005389,MP:0010929,MP:0005387,MP:0005381,MP:0005378,MP:0005385,MP:0005391,MP:0010879,MP:0005379,MP:0010869,MP:0005397,MP:0005390,MP:0003631,MP:0002896
8126	MGI:1920677	
8127	MGI:1921387	MP:0005379,MP:0002006,MP:0005381,MP:0010768,MP:0005378,MP:0005376,MP:0003631
8128	MGI:109335	MP:0005389
8129	MGI:96461	MP:0008181,MP:0000694,MP:0005017,MP:0004762
8130	MGI:109124	MP:0005387,MP:0010768,MP:0005376,MP:0005385
8131	MGI:2444129	
8132	MGI:2685613	
8133	MGI:3780865	
8134	MGI:2683550	
8135	MGI:1925662	MP:0005389,MP:0005387,MP:0005378,MP:0005385,MP:0005384,MP:0005379,MP:0005397,MP:0003631
8136	MGI:1920211	MP:0005391,MP:0005386,MP:0010768,MP:0005378,MP:0003631
8137	MGI:98446	MP:0010768,MP:0005384,MP:0005376,MP:0005367
8138	MGI:2444266	MP:0010768,MP:0005386,MP:0005376,MP:0005384
8139	MGI:1927186	MP:0005391,MP:0005390,MP:0005387,MP:0010771
8140	MGI:3822547	
8141	MGI:1923811	
8142	MGI:1920662	
8143	MGI:1890257	MP:0005386
8144	MGI:3036246	MP:0005389,MP:0005379
8145	MGI:1336173	MP:0005387,MP:0005378,MP:0005384,MP:0005385,MP:0005369,MP:0005375,MP:0005386,MP:0005367,MP:0005379,MP:0005397,MP:0005376,MP:0003631
8146	MGI:1354731	MP:0005369,MP:0005378,MP:0005376,MP:0005388,MP:0005385
8147	MGI:2673128	MP:0010768,MP:0005378,MP:0005371,MP:0005369,MP:0005386,MP:0005375,MP:0005390,MP:0010771
8148	MGI:2442306	MP:0005389,MP:0005379,MP:0005370,MP:0002006,MP:0010768,MP:0005384
8149	MGI:1917329	MP:0005387,MP:0005378,MP:0010768,MP:0005386,MP:0005367,MP:0005370,MP:0005376,MP:0010771
8150	MGI:3031063	
8151	MGI:3045325	MP:0005386,MP:0003631,MP:0005389
8152	MGI:1928483	MP:0005391,MP:0005397,MP:0010768,MP:0003631,MP:0005385
8153	MGI:2138939	MP:0010768,MP:0005378
8154	MGI:1355553	MP:0005391,MP:0005384,MP:0005386,MP:0003631,MP:0005385
8155	MGI:1914342	MP:0005381,MP:0005384,MP:0005385,MP:0005375,MP:0005386,MP:0005367,MP:0005370,MP:0005397,MP:0005390,MP:0010771,MP:0005389,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005379,MP:0005376,MP:0003631
8156	MGI:4439869	
8157	MGI:1921013	MP:0005389,MP:0005379,MP:0010768,MP:0005388,MP:0005384,MP:0003631
8158	MGI:109490	MP:0005389,MP:0005387,MP:0005378,MP:0005384,MP:0005369,MP:0005390,MP:0005379,MP:0005397,MP:0005376
8159	MGI:3644030	
8160	MGI:1098703	MP:0005389,MP:0010771,MP:0010768,MP:0005378,MP:0005381,MP:0005385,MP:0005390,MP:0005367,MP:0005379,MP:0005397,MP:0005376,MP:0003631
8161	MGI:104767	MP:0005389,MP:0005370,MP:0005378,MP:0005384,MP:0010768,MP:0005391,MP:0005386,MP:0005379,MP:0005380,MP:0005376,MP:0003631
8162	MGI:4834215	
8163	MGI:2442940	MP:0005385
8164	MGI:2135937	MP:0005391,MP:0005386,MP:0010768,MP:0010771
8165	MGI:1921537	MP:0010768
8166	MGI:1861232	MP:0005397,MP:0010768,MP:0005376,MP:0005387,MP:0005385
8167	MGI:3644747	
8168	MGI:1922937	
8169	MGI:95767	
8170	MGI:104883	
8171	MGI:2685611	
8172	MGI:98726	MP:0005377,MP:0005382,MP:0005381,MP:0005384,MP:0005385,MP:0005388,MP:0005371,MP:0005367,MP:0005397,MP:0005380,MP:0005390,MP:0005389,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005391,MP:0005379,MP:0005376,MP:0003631
8173	MGI:2685108	MP:0005386,MP:0005385
8174	MGI:2443967	MP:0005382,MP:0010768,MP:0005381,MP:0005378,MP:0005369,MP:0005391,MP:0005386,MP:0005376
8175	MGI:1915862	MP:0005380,MP:0005386,MP:0010768,MP:0005378
8176	MGI:1922954	
8177	MGI:1914537	MP:0005389,MP:0005386,MP:0005378,MP:0005376,MP:0010768,MP:0005388
8178	MGI:1924602	MP:0005389,MP:0005384,MP:0005379
8179	MGI:1925810	MP:0005382,MP:0010768,MP:0005381,MP:0005378,MP:0005385,MP:0005388,MP:0005380,MP:0003631
8180	MGI:1921063	
8181	MGI:95616	MP:0005386,MP:0003631
8182	MGI:88396	MP:0005386,MP:0005397,MP:0005376,MP:0005387,MP:0005388,MP:0003631
8183	MGI:96276	MP:0005386
8184	MGI:1922247	MP:0005376
8185	MGI:2675494	
8186	MGI:1916308	MP:0005397,MP:0005389,MP:0005379
8187	MGI:1922910	
8188	MGI:1926021	MP:0005377,MP:0005386,MP:0003631,MP:0005389
8189	MGI:3030990	
8190	MGI:1931139	MP:0005369,MP:0005385
8191	MGI:1277151	MP:0008874,MP:0002822,MP:0005387,MP:0005378,MP:0005384,MP:0005385,MP:0005369,MP:0010768,MP:0010540,MP:0005386,MP:0005643,MP:0005397,MP:0003243,MP:0001405,MP:0005376,MP:0003631,MP:0003313
8192	MGI:2443300	
8193	MGI:96700	
8194	MGI:1914999	
8195	MGI:104741	MP:0001262,MP:0000220,MP:0001828,MP:0001242,MP:0005384,MP:0008075,MP:0001240,MP:0008079,MP:0010771,MP:0008638,MP:0008049,MP:0001732,MP:0002083,MP:0011085,MP:0001844,MP:0005378,MP:0001829,MP:0001601,MP:0002499,MP:0008553,MP:0001195,MP:0008614,MP:0002869,MP:0010210,MP:0005376,MP:0008752,MP:0001209,MP:0004794,MP:0009788,MP:0005348,MP:0001239,MP:0002451,MP:0000240,MP:0006413,MP:0005425,MP:0005397,MP:0000245,MP:0006387,MP:0001874,MP:0003853,MP:0005091,MP:0002655,MP:0005387,MP:0010768,MP:0005379,MP:0000714,MP:0001194
8196	MGI:1310004	MP:0010771,MP:0005387,MP:0005378,MP:0005384,MP:0005375,MP:0005386,MP:0005367,MP:0005370,MP:0005397,MP:0005376,MP:0003631
8197	MGI:2444259	
8198	MGI:107744	MP:0005385,MP:0005378,MP:0005367,MP:0005389
8199	MGI:2443764	MP:0005391,MP:0005386,MP:0005375,MP:0010768,MP:0005385
8200	MGI:1916373	MP:0005376
8201	MGI:1917428	MP:0005387,MP:0005378,MP:0005385,MP:0005391,MP:0005367,MP:0005370,MP:0005397,MP:0010771
8202	MGI:2685477	
8203	MGI:4936885	
8204	MGI:1330304	MP:0005380,MP:0010768,MP:0005385
8205	MGI:3643033	
8206	MGI:1917297	MP:0005376,MP:0005378,MP:0005397
8207	MGI:99447	
8208	MGI:2677436	MP:0005376
8209	MGI:1346342	MP:0005389,MP:0010771,MP:0005387,MP:0005388,MP:0010768,MP:0005397,MP:0005376,MP:0003631
8210	MGI:1351477	
8211	MGI:3718549	
8212	MGI:3045307	
8213	MGI:1929116	
8214	MGI:1919642	MP:0001186,MP:0005389,MP:0010771,MP:0005384,MP:0005386,MP:0005379,MP:0005376,MP:0003631
8215	MGI:894275	MP:0005390,MP:0005382,MP:0005378,MP:0010768,MP:0005381,MP:0005371
8216	MGI:1194495	MP:0005391,MP:0005386,MP:0005397,MP:0005376,MP:0005381,MP:0003631
8217	MGI:107533	
8218	MGI:102762	
8219	MGI:1202880	MP:0005389,MP:0005387,MP:0005378,MP:0005384,MP:0005371,MP:0005388,MP:0010768,MP:0005380,MP:0005390,MP:0003631
8220	MGI:1921266	MP:0005390,MP:0005389,MP:0005379,MP:0005397,MP:0005387,MP:0005378,MP:0005384
8221	MGI:1919126	MP:0005380,MP:0010768,MP:0005378
8222	MGI:2442636	MP:0005387,MP:0005376
8223	MGI:1918312	MP:0005389,MP:0005384
8224	MGI:2441659	MP:0005390,MP:0005389,MP:0005397,MP:0010771,MP:0005387,MP:0005388
8225	MGI:3643087	MP:0010768
8226	MGI:3030153	
8227	MGI:1922305	MP:0010768
8228	MGI:2685949	
8229	MGI:1351322	MP:0005378,MP:0005380,MP:0010768,MP:0005381,MP:0005385
8230	MGI:1929473	MP:0005391
8231	MGI:97577	
8232	MGI:1915566	MP:0005376
8233	MGI:2444557	MP:0005390,MP:0005386,MP:0005375,MP:0005378,MP:0005376,MP:0010768,MP:0005388
8234	MGI:3782009	
8235	MGI:1923736	MP:0005389,MP:0005384
8236	MGI:104611	MP:0011086,MP:0001879,MP:0001954,MP:0002083,MP:0010768,MP:0005387,MP:0005388,MP:0005385,MP:0031392,MP:0005386,MP:0003659,MP:0001505,MP:0005376,MP:0003660
8237	MGI:1924144	MP:0005386,MP:0005376,MP:0005384
8238	MGI:3618718	
8239	MGI:1916340	MP:0005391,MP:0010768,MP:0005378,MP:0005385
8240	MGI:1919157	
8241	MGI:2444058	
8242	MGI:1915096	
8243	MGI:107535	
8244	MGI:2384303	MP:0005391,MP:0003631
8245	MGI:1328324	
8246	MGI:1277169	
8247	MGI:2385258	
8248	MGI:1339951	MP:0005380,MP:0010768,MP:0005378
8249	MGI:1916314	MP:0005386,MP:0005390,MP:0005378
8250	MGI:3648539	MP:0005389,MP:0005376,MP:0005384,MP:0005379
8251	MGI:95583	MP:0002006,MP:0005384,MP:0005371,MP:0005385,MP:0005375,MP:0005386,MP:0005397,MP:0005390,MP:0010771,MP:0005389,MP:0005387,MP:0005378,MP:0010768,MP:0005379,MP:0005376,MP:0003631
8252	MGI:1859285	MP:0005367,MP:0005397,MP:0010771,MP:0005376,MP:0010768,MP:0005378
8253	MGI:103178	MP:0008770,MP:0000088,MP:0003873,MP:0004755,MP:0001823,MP:0003007,MP:0005380,MP:0011316,MP:0004160,MP:0001575,MP:0003822,MP:0011088,MP:0000274,MP:0011090,MP:0002106,MP:0003354,MP:0000161,MP:0002006,MP:0005404,MP:0003137,MP:0011309,MP:0000530,MP:0004505,MP:0000754,MP:0020331,MP:0010635,MP:0001289,MP:0010392,MP:0012310,MP:0001515,MP:0000458,MP:0001614,MP:0001405,MP:0005382,MP:0001914,MP:0008489,MP:0005327,MP:0005385,MP:0011108,MP:0004125,MP:0005367,MP:0003719,MP:0005390,MP:0000278,MP:0005016,MP:0011085,MP:0005378,MP:0011312,MP:0000111,MP:0004084,MP:0011294,MP:0010505,MP:0004159,MP:0005397,MP:0000755,MP:0020326,MP:0020329,MP:0008948,MP:0011453,MP:0009413,MP:0001926,MP:0001262,MP:0011334,MP:0001954,MP:0005565,MP:0003658,MP:0004090,MP:0001078,MP:0005405,MP:0002566,MP:0005381,MP:0003897,MP:0001440,MP:0000680,MP:0000266,MP:0000909,MP:0005370,MP:0002832,MP:0010551,MP:0010771,MP:0001265,MP:0002989,MP:0006185,MP:0001544,MP:0005202,MP:0010402,MP:0004158,MP:0004157,MP:0005264,MP:0011349,MP:0003203,MP:0000125,MP:0010458,MP:0001406,MP:0000364,MP:0004120,MP:0002066,MP:0001176,MP:0000938,MP:0005371,MP:0001056,MP:0000748,MP:0005333,MP:0005386,MP:0001513,MP:0002792,MP:0011313,MP:0001177,MP:0006356,MP:0001523,MP:0006355,MP:0000703,MP:0004111,MP:0011353,MP:0002128,MP:0005387,MP:0002229,MP:0001935,MP:0009050,MP:0000273,MP:0001402,MP:0002752,MP:0005384,MP:0011359,MP:0001179,MP:0005112,MP:0004969,MP:0004112,MP:0011320,MP:0001921,MP:0005528,MP:0005376,MP:0003631,MP:0005602,MP:0002191,MP:0000705,MP:0001636,MP:0011321,MP:0006009,MP:0004181,MP:0005388,MP:0011348,MP:0005140,MP:0003840,MP:0006354,MP:0005553,MP:0004566,MP:0004564,MP:0002633,MP:0011758,MP:0005389,MP:0004161,MP:0002672,MP:0010768,MP:0002651,MP:0005369,MP:0005391,MP:0010572,MP:0005379,MP:0003233,MP:0004756
8254	MGI:1915935	
8255	MGI:1918448	MP:0005387,MP:0005376
8256	MGI:1306819	MP:0010768,MP:0005390,MP:0005378
8257	MGI:2442366	MP:0005382,MP:0002006,MP:0005378,MP:0005385,MP:0005391,MP:0005386,MP:0005397,MP:0005390
8258	MGI:1917945	
8259	MGI:2148248	MP:0005389,MP:0005384,MP:0005379
8260	MGI:1919233	MP:0005377,MP:0005386,MP:0010768
8261	MGI:2442252	MP:0005382,MP:0009642,MP:0004174,MP:0005367,MP:0005380,MP:0005390,MP:0010771,MP:0001265,MP:0010878,MP:0002544,MP:0005378,MP:0013631,MP:0002100,MP:0008158,MP:0001921,MP:0002110,MP:0005376,MP:0003631,MP:0009347,MP:0008753,MP:0004149,MP:0005388,MP:0005371,MP:0010868,MP:0005386,MP:0020039,MP:0005389,MP:0010932,MP:0013623,MP:0010768,MP:0008730,MP:0005379,MP:0030278
8262	MGI:96624	MP:0010771,MP:0005387,MP:0005378,MP:0005391,MP:0005386,MP:0005397,MP:0005394,MP:0003631
8263	MGI:3505790	MP:0010768,MP:0005376,MP:0005397
8264	MGI:2137221	
8265	MGI:2443337	MP:0005377,MP:0008515,MP:0004022,MP:0004021,MP:0001326,MP:0005391,MP:0005551,MP:0001325,MP:0008511,MP:0003631,MP:0008587
8266	MGI:98345	
8267	MGI:1916549	
8268	MGI:1913930	MP:0005380,MP:0010768,MP:0003631,MP:0005378
8269	MGI:106034	
8270	MGI:2679264	
8271	MGI:3030927	
8272	MGI:1891703	MP:0005389,MP:0002006,MP:0005387,MP:0005378,MP:0005381,MP:0005384,MP:0005391,MP:0010768,MP:0005386,MP:0005367,MP:0005379,MP:0005397,MP:0005376
8273	MGI:3704438	
8274	MGI:1195345	MP:0005385,MP:0003631,MP:0005367,MP:0005378
8275	MGI:1889507	
8276	MGI:1891884	
8277	MGI:98361	MP:0005379,MP:0005397,MP:0005387,MP:0005378,MP:0005384
8278	MGI:1913297	
8279	MGI:1277979	
8280	MGI:3629903	
8281	MGI:107445	MP:0010768,MP:0005390
8282	MGI:2443934	
8283	MGI:1921866	MP:0005386
8284	MGI:95757	MP:0005389,MP:0005386,MP:0005380,MP:0010768,MP:0003631
8285	MGI:3611575	
8286	MGI:2442377	MP:0005391,MP:0005380,MP:0005376,MP:0010768,MP:0005378
8287	MGI:99555	MP:0005389,MP:0005387,MP:0005378,MP:0005385,MP:0005384,MP:0005369,MP:0010768,MP:0005386,MP:0005397,MP:0005376
8288	MGI:1926262	MP:0005391,MP:0005386,MP:0005387,MP:0010768,MP:0010771
8289	MGI:88495	MP:0005389,MP:0005370,MP:0005378,MP:0005384,MP:0005385,MP:0005369,MP:0005386,MP:0005379,MP:0003631
8290	MGI:1915356	
8291	MGI:2658978	MP:0005387,MP:0005384,MP:0005397
8292	MGI:1922870	MP:0005391,MP:0001186,MP:0005397
8293	MGI:1276123	MP:0005377,MP:0005386,MP:0005376,MP:0003631
8294	MGI:3045330	
8295	MGI:3645398	
8296	MGI:2443028	MP:0005390,MP:0005386,MP:0005376,MP:0010768,MP:0005371
8297	MGI:1923529	
8298	MGI:1861630	MP:0005377,MP:0005386,MP:0005397,MP:0005381,MP:0003631
8299	MGI:96270	MP:0005387,MP:0005397
8300	MGI:2685815	MP:0005389,MP:0005384
8301	MGI:5579435	MP:0005376
8302	MGI:3619058	
8303	MGI:97249	MP:0002447,MP:0001577,MP:0005505,MP:0008479,MP:0009395,MP:0002417,MP:0005384,MP:0005385,MP:0002144,MP:0000691,MP:0005370,MP:0005397,MP:0005380,MP:0000222,MP:0002640,MP:0008249,MP:0010771,MP:0004229,MP:0008254,MP:0002123,MP:0000245,MP:0010178,MP:0004809,MP:0005097,MP:0005387,MP:0005378,MP:0010768,MP:0008246,MP:0005379,MP:0008476,MP:0000689
8304	MGI:102667	MP:0005376,MP:0003631
8305	MGI:1927471	MP:0005389,MP:0005370,MP:0010771,MP:0010768,MP:0005378,MP:0005385
8306	MGI:1914536	
8307	MGI:1289168	MP:0005386,MP:0005375,MP:0005390,MP:0005378
8308	MGI:1923862	
8309	MGI:109294	MP:0005387,MP:0005397
8310	MGI:2155987	
8311	MGI:1920858	
8312	MGI:3030685	
8313	MGI:1916658	MP:0010768,MP:0005377,MP:0005376
8314	MGI:1919331	MP:0005386,MP:0005376
8315	MGI:1914309	MP:0005378,MP:0005370,MP:0005380,MP:0005397,MP:0010768,MP:0005388,MP:0005376
8316	MGI:2444029	MP:0005387,MP:0005378,MP:0010768,MP:0005391,MP:0005386,MP:0005397,MP:0005380,MP:0005390
8317	MGI:88611	MP:0005385,MP:0005376,MP:0005378,MP:0005367
8318	MGI:2145236	MP:0005391,MP:0005377,MP:0005389,MP:0005386,MP:0005379,MP:0005380,MP:0005381
8319	MGI:1921143	
8320	MGI:2443697	
8321	MGI:4441431	
8322	MGI:1929705	MP:0010768,MP:0005376,MP:0005397
8323	MGI:1346036	MP:0005389,MP:0010771,MP:0005378,MP:0005384,MP:0005391,MP:0005379,MP:0005376,MP:0003631
8324	MGI:2178598	MP:0001186,MP:0005191,MP:0004725,MP:0009549,MP:0005384,MP:0005408,MP:0005367,MP:0010771,MP:0002894,MP:0005464,MP:0005172,MP:0002963,MP:0002980,MP:0009446,MP:0001324,MP:0005059,MP:0005376,MP:0005377,MP:0005606,MP:0000371,MP:0004812,MP:0005386,MP:0001522,MP:0005201,MP:0005397,MP:0002978,MP:0009448,MP:0020432,MP:0003173,MP:0005075,MP:0005391,MP:0004721,MP:0004756
8325	MGI:1914782	
8326	MGI:88095	MP:0001186,MP:0020407,MP:0005048,MP:0005384,MP:0005385,MP:0005367,MP:0005370,MP:0000691,MP:0005187,MP:0011086,MP:0000598,MP:0002083,MP:0003328,MP:0002092,MP:0005378,MP:0001654,MP:0006137,MP:0011088,MP:0001325,MP:0005376,MP:0003631,MP:0002658,MP:0001860,MP:0003727,MP:0005098,MP:0002698,MP:0020409,MP:0003415,MP:0005201,MP:0031115,MP:0005397,MP:0002551,MP:0005389,MP:0001855,MP:0005387,MP:0010768,MP:0005369,MP:0005391,MP:0001935,MP:0031432
8327	MGI:1918490	
8328	MGI:2682935	MP:0005376,MP:0010771
8329	MGI:3584508	MP:0005386
8330	MGI:1914647	MP:0005389,MP:0005384
8331	MGI:1931523	
8332	MGI:98742	MP:0005377,MP:0002874,MP:0005381,MP:0005384,MP:0005385,MP:0005371,MP:0005375,MP:0005386,MP:0003109,MP:0005367,MP:0005370,MP:0005397,MP:0003419,MP:0009346,MP:0005474,MP:0005390,MP:0010771,MP:0005389,MP:0008883,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005391,MP:0005379,MP:0005376,MP:0003631
8333	MGI:109157	MP:0005386,MP:0010768,MP:0003631
8334	MGI:1355319	
8335	MGI:4439560	
8336	MGI:1925638	
8337	MGI:2685973	MP:0005382,MP:0010771,MP:0010768,MP:0005381,MP:0005378,MP:0005385,MP:0005388,MP:0005380,MP:0003631
8338	MGI:1860075	MP:0001186,MP:0005381,MP:0005384,MP:0005386,MP:0005367,MP:0005370,MP:0005397,MP:0005389,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005391,MP:0005379,MP:0005376,MP:0003631
8339	MGI:894681	MP:0005389,MP:0005379,MP:0005380,MP:0005385,MP:0005378,MP:0005384,MP:0003631
8340	MGI:1925427	MP:0005378,MP:0005397
8341	MGI:1924854	
8342	MGI:1919113	
8343	MGI:1922757	MP:0005389
8344	MGI:107854	
8345	MGI:1924909	
8346	MGI:3030331	
8347	MGI:3646735	
8348	MGI:1261819	MP:0005382,MP:0001914,MP:0000706,MP:0011091,MP:0005381,MP:0005384,MP:0005385,MP:0011108,MP:0000102,MP:0011099,MP:0000928,MP:0005370,MP:0005380,MP:0011087,MP:0009541,MP:0005390,MP:0004471,MP:0004379,MP:0000715,MP:0011085,MP:0005378,MP:0001300,MP:0011088,MP:0005376,MP:0003631,MP:0000085,MP:0000281,MP:0003984,MP:0000601,MP:0009674,MP:0005397,MP:0005090,MP:0005387,MP:0010768,MP:0005391,MP:0005379,MP:0005092
8349	MGI:97843	MP:0005386,MP:0003631
8350	MGI:1891700	MP:0005382,MP:0002006,MP:0010771,MP:0005387,MP:0005378,MP:0005384,MP:0005385,MP:0005391,MP:0010768,MP:0005386,MP:0005367,MP:0005397,MP:0005380,MP:0003631
8351	MGI:1351648	MP:0001402,MP:0010053,MP:0002780,MP:0008544,MP:0005384,MP:0005375,MP:0008260,MP:0002679,MP:0005390,MP:0003961,MP:0002636,MP:0009013,MP:0011086,MP:0005378,MP:0003122,MP:0014142,MP:0005376,MP:0003631,MP:0009417,MP:0009006,MP:0000161,MP:0002757,MP:0011101,MP:0005386,MP:0009399,MP:0009008,MP:0008995,MP:0009400,MP:0005389,MP:0001385,MP:0010768,MP:0005369,MP:0001261,MP:0001935,MP:0005379,MP:0005394,MP:0010239
8352	MGI:1313276	MP:0005386,MP:0010768,MP:0005378
8353	MGI:3036255	MP:0005384,MP:0005378,MP:0005376,MP:0010768,MP:0005388,MP:0005385
8354	MGI:1923797	
8355	MGI:1921338	
8356	MGI:2675303	MP:0005386,MP:0005397,MP:0010768,MP:0005376,MP:0005387,MP:0005381,MP:0005384
8357	MGI:3031222	
8358	MGI:1920918	MP:0005382,MP:0005378,MP:0005384,MP:0005371,MP:0005390,MP:0005367,MP:0005380,MP:0005376,MP:0003631
8359	MGI:1338045	
8360	MGI:1919559	
8361	MGI:1915159	MP:0005391,MP:0005389,MP:0010768,MP:0010771,MP:0005384
8362	MGI:2145637	
8363	MGI:3041199	MP:0005389,MP:0005384,MP:0005379
8364	MGI:1933192	MP:0005389,MP:0010768,MP:0005384,MP:0005379
8365	MGI:1919264	MP:0005389,MP:0005367,MP:0005379,MP:0005397,MP:0005387,MP:0005378
8366	MGI:1201407	MP:0005389,MP:0005379,MP:0005376,MP:0010768,MP:0005378,MP:0005384
8367	MGI:1342296	MP:0005376
8368	MGI:1923813	MP:0010768,MP:0005375,MP:0005390
8369	MGI:1278330	
8370	MGI:1890495	
8371	MGI:2384305	
8372	MGI:1855700	
8373	MGI:88177	MP:0005377,MP:0005382,MP:0005381,MP:0005384,MP:0005371,MP:0005385,MP:0005397,MP:0005380,MP:0005390,MP:0005389,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005376,MP:0003631
8374	MGI:1333745	MP:0005391,MP:0005379,MP:0005376,MP:0010768,MP:0003631,MP:0005384
8375	MGI:104576	MP:0005391
